"";"Sexo";"Comunidades.y.Ciudades.Autónomas";"Edad";"Periodo";"Total"
"11697";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2012T3";"62,9"
"11698";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2012T2";"63,2"
"11699";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2012T1";"63,4"
"11700";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2011T4";"63,6"
"11701";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2011T3";"63,8"
"11702";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2011T2";"64"
"11703";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2011T1";"64,2"
"11704";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2010T4";"64,5"
"11705";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2010T3";"64,9"
"11706";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2010T2";"65,4"
"11707";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2010T1";"65,8"
"11708";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2009T4";"66,1"
"11709";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2009T3";"66,3"
"11710";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2009T2";"66,4"
"11711";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2009T1";"66,4"
"11712";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2008T4";"66,4"
"11713";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2008T3";"66,4"
"11714";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2008T2";"66,4"
"11715";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2008T1";"66,2"
"11716";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2007T4";"66,2"
"11717";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2007T3";"66,1"
"11718";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2007T2";"65,9"
"11719";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2007T1";"65,6"
"11720";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2006T4";"65,2"
"11721";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2006T3";"64,8"
"11722";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2006T2";"64,6"
"11723";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2006T1";"64,3"
"11724";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2005T4";"64,3"
"11725";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2005T3";"64,2"
"11726";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2005T2";"64,3"
"11727";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2005T1";"64"
"11728";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2004T4";"63,8"
"11729";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2004T3";"63,8"
"11730";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2004T2";"63,8"
"11731";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2004T1";"63,9"
"11732";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2003T4";"64,1"
"11733";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2003T3";"64,3"
"11734";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2003T2";"64,5"
"11735";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2003T1";"64,6"
"11736";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2002T4";"64,8"
"11737";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2002T3";"65,2"
"11738";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2002T2";"65,7"
"11739";"Ambos sexos";"14 Murcia, Región de";"De 16 a 19 años";"2002T1";"66,1"
"11740";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2024T3";"94,5"
"11741";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2024T2";"93,9"
"11742";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2024T1";"93,4"
"11743";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2023T4";"92,7"
"11744";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2023T3";"92"
"11745";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2023T2";"91,4"
"11746";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2023T1";"90,6"
"11747";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2022T4";"89,8"
"11748";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2022T3";"89,1"
"11749";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2022T2";"88,5"
"11750";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2022T1";"87,8"
"11751";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2021T4";"86,9"
"11752";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2021T3";"86,2"
"11753";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2021T2";"85,6"
"11754";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2021T1";"85,2"
"11755";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2020T4";"85,3"
"11756";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2020T3";"85"
"11757";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2020T2";"84,6"
"11758";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2020T1";"84,1"
"11759";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2019T4";"83,4"
"11760";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2019T3";"82,8"
"11761";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2019T2";"82,2"
"11762";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2019T1";"81,6"
"11763";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2018T4";"81"
"11764";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2018T3";"80,6"
"11765";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2018T2";"80,3"
"11766";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2018T1";"80"
"11767";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2017T4";"79,8"
"11768";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2017T3";"79,6"
"11769";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2017T2";"79,6"
"11770";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2017T1";"79,5"
"11771";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2016T4";"79,6"
"11772";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2016T3";"79,7"
"11773";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2016T2";"79,8"
"11774";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2016T1";"80"
"11775";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2015T4";"80,3"
"11776";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2015T3";"80,8"
"11777";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2015T2";"81,1"
"11778";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2015T1";"81,5"
"11779";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2014T4";"81,8"
"11780";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2014T3";"82,4"
"11781";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2014T2";"82,7"
"11782";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2014T1";"83,2"
"11783";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2013T4";"83,7"
"11784";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2013T3";"84"
"11785";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2013T2";"84,3"
"11786";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2013T1";"84,7"
"11787";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2012T4";"85"
"11788";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2012T3";"85,3"
"11789";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2012T2";"85,7"
"11790";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2012T1";"86,1"
"11791";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2011T4";"86,6"
"11792";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2011T3";"87,1"
"11793";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2011T2";"87,6"
"11794";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2011T1";"88"
"11795";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2010T4";"88,6"
"11796";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2010T3";"89,3"
"11797";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2010T2";"90,1"
"11798";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2010T1";"90,9"
"11799";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2009T4";"91,6"
"11800";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2009T3";"92,4"
"11801";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2009T2";"93,1"
"11802";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2009T1";"93,6"
"11803";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2008T4";"94,3"
"11804";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2008T3";"95"
"11805";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2008T2";"95,8"
"11806";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2008T1";"96,2"
"11807";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2007T4";"96,8"
"11808";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2007T3";"97,2"
"11809";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2007T2";"97,7"
"11810";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2007T1";"98"
"11811";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2006T4";"98,2"
"11812";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2006T3";"98,8"
"11813";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2006T2";"99,5"
"11814";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2006T1";"100,4"
"11815";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2005T4";"101,2"
"11816";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2005T3";"102,3"
"11817";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2005T2";"103,3"
"11818";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2005T1";"103,3"
"11819";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2004T4";"103,1"
"11820";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2004T3";"103"
"11821";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2004T2";"103,7"
"11822";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2004T1";"104,4"
"11823";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2003T4";"105"
"11824";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2003T3";"105,7"
"11825";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2003T2";"106,3"
"11826";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2003T1";"106,8"
"11827";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2002T4";"106,9"
"11828";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2002T3";"106,9"
"11829";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2002T2";"106,9"
"11830";"Ambos sexos";"14 Murcia, Región de";"De 20 a 24 años";"2002T1";"106,7"
"11831";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2024T3";"185,3"
"11832";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2024T2";"184,9"
"11833";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2024T1";"184,7"
"11834";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2023T4";"184,4"
"11835";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2023T3";"183,9"
"11836";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2023T2";"183,4"
"11837";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2023T1";"183"
"11838";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2022T4";"182,5"
"11839";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2022T3";"181,8"
"11840";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2022T2";"181,2"
"11841";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2022T1";"180,3"
"11842";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2021T4";"179,7"
"11843";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2021T3";"179,4"
"11844";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2021T2";"179,3"
"11845";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2021T1";"179,6"
"11846";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2020T4";"179,7"
"11847";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2020T3";"179,9"
"11848";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2020T2";"180,1"
"11849";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2020T1";"180"
"11850";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2019T4";"179,6"
"11851";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2019T3";"179,5"
"11852";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2019T2";"179,6"
"11853";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2019T1";"179,5"
"11854";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2018T4";"179,4"
"11855";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2018T3";"179,2"
"11856";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2018T2";"179,2"
"11857";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2018T1";"179,7"
"11858";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2017T4";"180,3"
"11859";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2017T3";"181,1"
"11860";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2017T2";"182,1"
"11861";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2017T1";"183,3"
"11862";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2016T4";"184,6"
"11863";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2016T3";"186"
"11864";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2016T2";"187,5"
"11865";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2016T1";"189,3"
"11866";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2015T4";"191,4"
"11867";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2015T3";"194,9"
"11868";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2015T2";"196,7"
"11869";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2015T1";"198,8"
"11870";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2014T4";"200,8"
"11871";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2014T3";"203,5"
"11872";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2014T2";"205,6"
"11873";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2014T1";"208,5"
"11874";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2013T4";"211,2"
"11875";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2013T3";"214"
"11876";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2013T2";"216,7"
"11877";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2013T1";"219,5"
"11878";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2012T4";"222,2"
"11879";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2012T3";"225,1"
"11880";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2012T2";"228,1"
"11881";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2012T1";"230,8"
"11882";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2011T4";"233,9"
"11883";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2011T3";"237,1"
"11884";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2011T2";"240"
"11885";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2011T1";"242,8"
"11886";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2010T4";"245,4"
"11887";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2010T3";"247,9"
"11888";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2010T2";"250,4"
"11889";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2010T1";"252,6"
"11890";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2009T4";"254,7"
"11891";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2009T3";"256,6"
"11892";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2009T2";"258,4"
"11893";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2009T1";"259,9"
"11894";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2008T4";"261"
"11895";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2008T3";"261,7"
"11896";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2008T2";"262,3"
"11897";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2008T1";"262,6"
"11898";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2007T4";"262,6"
"11899";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2007T3";"262,1"
"11900";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2007T2";"261,5"
"11901";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2007T1";"260,4"
"11902";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2006T4";"258,4"
"11903";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2006T3";"256,8"
"11904";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2006T2";"255,3"
"11905";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2006T1";"254"
"11906";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2005T4";"252,6"
"11907";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2005T3";"251,2"
"11908";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2005T2";"249,8"
"11909";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2005T1";"246,4"
"11910";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2004T4";"242,7"
"11911";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2004T3";"239,6"
"11912";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2004T2";"237,6"
"11913";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2004T1";"235,8"
"11914";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2003T4";"233,7"
"11915";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2003T3";"231,7"
"11916";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2003T2";"229,8"
"11917";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2003T1";"227,6"
"11918";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2002T4";"225,2"
"11919";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2002T3";"223,1"
"11920";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2002T2";"220,9"
"11921";"Ambos sexos";"14 Murcia, Región de";"De 25 a 34 años";"2002T1";"218,5"
"11922";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2024T3";"220,5"
"11923";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2024T2";"221,7"
"11924";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2024T1";"223,1"
"11925";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2023T4";"224,3"
"11926";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2023T3";"225,5"
"11927";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2023T2";"226,7"
"11928";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2023T1";"227,8"
"11929";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2022T4";"228,6"
"11930";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2022T3";"229,4"
"11931";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2022T2";"230,3"
"11932";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2022T1";"231,1"
"11933";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2021T4";"232,3"
"11934";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2021T3";"233,9"
"11935";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2021T2";"235,5"
"11936";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2021T1";"237,4"
"11937";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2020T4";"235,3"
"11938";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2020T3";"237"
"11939";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2020T2";"238,6"
"11940";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2020T1";"240,1"
"11941";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2019T4";"241,3"
"11942";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2019T3";"242,5"
"11943";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2019T2";"243,7"
"11944";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2019T1";"244,8"
"11945";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2018T4";"245,7"
"11946";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2018T3";"246,2"
"11947";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2018T2";"246,9"
"11948";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2018T1";"248"
"11949";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2017T4";"248,7"
"11950";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2017T3";"249,2"
"11951";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2017T2";"250"
"11952";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2017T1";"250,9"
"11953";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2016T4";"251,4"
"11954";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2016T3";"251,6"
"11955";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2016T2";"251,9"
"11956";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2016T1";"252,5"
"11957";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2015T4";"253"
"11958";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2015T3";"253,3"
"11959";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2015T2";"253,3"
"11960";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2015T1";"253,9"
"11961";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2014T4";"253,9"
"11962";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2014T3";"254,3"
"11963";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2014T2";"254,1"
"11964";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2014T1";"254,5"
"11965";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2013T4";"254,5"
"11966";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2013T3";"254"
"11967";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2013T2";"253,8"
"11968";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2013T1";"253,4"
"11969";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2012T4";"253,1"
"11970";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2012T3";"253,1"
"11971";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2012T2";"253,1"
"11972";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2012T1";"252,9"
"11973";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2011T4";"252,7"
"11974";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2011T3";"252,2"
"11975";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2011T2";"251,6"
"11976";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2011T1";"250,8"
"11977";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2010T4";"250,1"
"11978";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2010T3";"249,4"
"11979";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2010T2";"248,6"
"11980";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2010T1";"247,6"
"11981";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2009T4";"246,6"
"11982";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2009T3";"245,7"
"11983";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2009T2";"244,6"
"11984";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2009T1";"243,5"
"11985";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2008T4";"242,2"
"11986";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2008T3";"240,8"
"11987";"Ambos sexos";"14 Murcia, Región de";"De 35 a 44 años";"2008T2";"239,4"
