Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2018T3;93,2
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2018T2;96,3
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2018T1;103,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2017T4;104,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2017T3;93,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2017T2;103,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2017T1;109,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2016T4;118
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2016T3;111,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2016T2;135,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2016T1;137
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2015T4;139,2
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2015T3;133,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2015T2;147,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2015T1;158
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2014T4;154,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2014T3;140
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2014T2;150,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2014T1;176,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2013T4;168,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2013T3;156,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2013T2;169
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2013T1;175,2
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2012T4;179,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2012T3;173
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2012T2;169
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2012T1;164,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2011T4;165,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2011T3;164,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2011T2;164,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2011T1;163,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2010T4;160,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2010T3;178,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2010T2;166,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2010T1;177,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2009T4;156,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2009T3;151,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2009T2;143
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2009T1;146
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2008T4;105,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2008T3;92,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2008T2;92,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2008T1;77,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2007T4;68,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2007T3;59,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2007T2;58,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2007T1;74,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2006T4;74,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2006T3;70,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2006T2;79,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2006T1;60,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2005T4;64,7
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2005T3;62,1
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2005T2;74,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2005T1;65,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2004T4;57,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2004T3;63,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2004T2;74,9
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2004T1;67,5
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2003T4;66
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2003T3;81,4
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2003T2;72,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2003T1;88,8
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2002T4;69
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2002T3;88,6
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2002T2;75
Ambos sexos;13 Madrid, Comunidad de;De 25 a 34 años;2002T1;78,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2024T3;46,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2024T2;49,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2024T1;64,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2023T4;66,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2023T3;62
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2023T2;67,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2023T1;78,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2022T4;86,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2022T3;102,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2022T2;84,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2022T1;100,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2021T4;80,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2021T3;99,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2021T2;95,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2021T1;102,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2020T4;112,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2020T3;119,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2020T2;115
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2020T1;82,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2019T4;81,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2019T3;82,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2019T2;87,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2019T1;99,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2018T4;91,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2018T3;115,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2018T2;104,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2018T1;118,2
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2017T4;109,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2017T3;93
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2017T2;102,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2017T1;126,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2016T4;121,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2016T3;135,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2016T2;143,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2016T1;143,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2015T4;141,2
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2015T3;125,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2015T2;146
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2015T1;146,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2014T4;155,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2014T3;156
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2014T2;167,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2014T1;171,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2013T4;167,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2013T3;176,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2013T2;174,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2013T1;193,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2012T4;175,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2012T3;157,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2012T2;168,2
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2012T1;170,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2011T4;185,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2011T3;144,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2011T2;137,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2011T1;145,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2010T4;145,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2010T3;142,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2010T2;152,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2010T1;142
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2009T4;124
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2009T3;108,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2009T2;99,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2009T1;115,9
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2008T4;77,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2008T3;62,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2008T2;64,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2008T1;53,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2007T4;45,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2007T3;40
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2007T2;45,2
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2007T1;38,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2006T4;35,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2006T3;38,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2006T2;51,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2006T1;43,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2005T4;39,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2005T3;35,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2005T2;41,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2005T1;75
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2004T4;62,5
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2004T3;51,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2004T2;48,4
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2004T1;46,7
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2003T4;44,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2003T3;41,3
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2003T2;49,6
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2003T1;48,8
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2002T4;43,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2002T3;40,2
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2002T2;35,1
Ambos sexos;13 Madrid, Comunidad de;De 35 a 44 años;2002T1;37,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2024T3;70,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2024T2;80,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2024T1;86,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2023T4;76,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2023T3;87,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2023T2;75
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2023T1;87
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2022T4;104,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2022T3;87,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2022T2;98,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2022T1;103,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2021T4;83,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2021T3;83,6
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2021T2;93,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2021T1;90
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2020T4;102,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2020T3;90,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2020T2;81,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2020T1;76,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2019T4;59,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2019T3;71,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2019T2;76,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2019T1;80,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2018T4;82,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2018T3;79,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2018T2;90,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2018T1;117,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2017T4;108
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2017T3;104,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2017T2;104,6
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2017T1;110,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2016T4;103,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2016T3;113
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2016T2;106,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2016T1;124,6
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2015T4;121,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2015T3;125,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2015T2;150,6
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2015T1;132,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2014T4;129,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2014T3;119,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2014T2;133,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2014T1;134,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2013T4;152,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2013T3;139,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2013T2;139,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2013T1;125,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2012T4;132,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2012T3;133,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2012T2;136,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2012T1;114,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2011T4;104,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2011T3;99,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2011T2;94,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2011T1;85
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2010T4;89
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2010T3;79,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2010T2;103,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2010T1;95,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2009T4;79,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2009T3;63,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2009T2;65,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2009T1;78
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2008T4;55,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2008T3;38,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2008T2;44,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2008T1;32,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2007T4;30,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2007T3;26,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2007T2;26
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2007T1;23,4
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2006T4;24,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2006T3;22,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2006T2;21,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2006T1;25,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2005T4;26,9
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2005T3;28,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2005T2;25,8
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2005T1;31,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2004T4;28,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2004T3;16,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2004T2;24,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2004T1;21,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2003T4;21,1
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2003T3;17,5
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2003T2;22,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2003T1;28,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2002T4;22,7
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2002T3;27,2
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2002T2;24,3
Ambos sexos;13 Madrid, Comunidad de;De 45 a 54 años;2002T1;30,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2024T3;73,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2024T2;60,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2024T1;58,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2023T4;68,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2023T3;58,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2023T2;66,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2023T1;68,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2022T4;71,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2022T3;55,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2022T2;75,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2022T1;73,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2021T4;66,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2021T3;91,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2021T2;72,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2021T1;66,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2020T4;74,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2020T3;55,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2020T2;66,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2020T1;76,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2019T4;75,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2019T3;55,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2019T2;62,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2019T1;64,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2018T4;62,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2018T3;54,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2018T2;62,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2018T1;65,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2017T4;70,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2017T3;59,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2017T2;54,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2017T1;59,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2016T4;75,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2016T3;74,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2016T2;69,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2016T1;75,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2015T4;73
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2015T3;60,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2015T2;62,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2015T1;61,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2014T4;69,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2014T3;68
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2014T2;79,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2014T1;76,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2013T4;82
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2013T3;69,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2013T2;66,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2013T1;82,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2012T4;68,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2012T3;49,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2012T2;64,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2012T1;58,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2011T4;58,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2011T3;50,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2011T2;44,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2011T1;38,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2010T4;43
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2010T3;39,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2010T2;39,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2010T1;43,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2009T4;45,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2009T3;45
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2009T2;47,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2009T1;37,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2008T4;37,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2008T3;26,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2008T2;25,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2008T1;18,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2007T4;16,8
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2007T3;14,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2007T2;13,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2007T1;21,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2006T4;16,3
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2006T3;13,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2006T2;17,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2006T1;16,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2005T4;11,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2005T3;12
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2005T2;17,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2005T1;16,7
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2004T4;13,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2004T3;9,4
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2004T2;13
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2004T1;12
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2003T4;13,9
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2003T3;14,2
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2003T2;11,1
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2003T1;10
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2002T4;12,6
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2002T3;9,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2002T2;11,5
Ambos sexos;13 Madrid, Comunidad de;55 y más años;2002T1;12,2
Ambos sexos;14 Murcia, Región de;Total;2024T3;94,1
Ambos sexos;14 Murcia, Región de;Total;2024T2;98,7
Ambos sexos;14 Murcia, Región de;Total;2024T1;100
Ambos sexos;14 Murcia, Región de;Total;2023T4;87,8
Ambos sexos;14 Murcia, Región de;Total;2023T3;105,6
Ambos sexos;14 Murcia, Región de;Total;2023T2;95,1
Ambos sexos;14 Murcia, Región de;Total;2023T1;103,3
Ambos sexos;14 Murcia, Región de;Total;2022T4;98,8
Ambos sexos;14 Murcia, Región de;Total;2022T3;114,2
Ambos sexos;14 Murcia, Región de;Total;2022T2;94,4
Ambos sexos;14 Murcia, Región de;Total;2022T1;101,6
Ambos sexos;14 Murcia, Región de;Total;2021T4;98,9
Ambos sexos;14 Murcia, Región de;Total;2021T3;116,2
Ambos sexos;14 Murcia, Región de;Total;2021T2;101,7
Ambos sexos;14 Murcia, Región de;Total;2021T1;124
