Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;14 Murcia, Región de;Total;2020T4;111,7
Ambos sexos;14 Murcia, Región de;Total;2020T3;128,5
Ambos sexos;14 Murcia, Región de;Total;2020T2;109,3
Ambos sexos;14 Murcia, Región de;Total;2020T1;119,2
Ambos sexos;14 Murcia, Región de;Total;2019T4;117,2
Ambos sexos;14 Murcia, Región de;Total;2019T3;102
Ambos sexos;14 Murcia, Región de;Total;2019T2;95,9
Ambos sexos;14 Murcia, Región de;Total;2019T1;107,4
Ambos sexos;14 Murcia, Región de;Total;2018T4;113,7
Ambos sexos;14 Murcia, Región de;Total;2018T3;116,2
Ambos sexos;14 Murcia, Región de;Total;2018T2;116
Ambos sexos;14 Murcia, Región de;Total;2018T1;131
Ambos sexos;14 Murcia, Región de;Total;2017T4;121,9
Ambos sexos;14 Murcia, Región de;Total;2017T3;128,8
Ambos sexos;14 Murcia, Región de;Total;2017T2;124,1
Ambos sexos;14 Murcia, Región de;Total;2017T1;136,9
Ambos sexos;14 Murcia, Región de;Total;2016T4;130,5
Ambos sexos;14 Murcia, Región de;Total;2016T3;139
Ambos sexos;14 Murcia, Región de;Total;2016T2;131,2
Ambos sexos;14 Murcia, Región de;Total;2016T1;153,8
Ambos sexos;14 Murcia, Región de;Total;2015T4;164,9
Ambos sexos;14 Murcia, Región de;Total;2015T3;164,4
Ambos sexos;14 Murcia, Región de;Total;2015T2;175,9
Ambos sexos;14 Murcia, Región de;Total;2015T1;186,9
Ambos sexos;14 Murcia, Región de;Total;2014T4;196,9
Ambos sexos;14 Murcia, Región de;Total;2014T3;188,9
Ambos sexos;14 Murcia, Región de;Total;2014T2;181,6
Ambos sexos;14 Murcia, Región de;Total;2014T1;200,5
Ambos sexos;14 Murcia, Región de;Total;2013T4;206,6
Ambos sexos;14 Murcia, Región de;Total;2013T3;210,4
Ambos sexos;14 Murcia, Región de;Total;2013T2;207,8
Ambos sexos;14 Murcia, Región de;Total;2013T1;215,4
Ambos sexos;14 Murcia, Región de;Total;2012T4;212,2
Ambos sexos;14 Murcia, Región de;Total;2012T3;208
Ambos sexos;14 Murcia, Región de;Total;2012T2;190,3
Ambos sexos;14 Murcia, Región de;Total;2012T1;194,3
Ambos sexos;14 Murcia, Región de;Total;2011T4;191,9
Ambos sexos;14 Murcia, Región de;Total;2011T3;175,2
Ambos sexos;14 Murcia, Región de;Total;2011T2;173,2
Ambos sexos;14 Murcia, Región de;Total;2011T1;184,9
Ambos sexos;14 Murcia, Región de;Total;2010T4;180,1
Ambos sexos;14 Murcia, Región de;Total;2010T3;171,3
Ambos sexos;14 Murcia, Región de;Total;2010T2;151
Ambos sexos;14 Murcia, Región de;Total;2010T1;164,4
Ambos sexos;14 Murcia, Región de;Total;2009T4;155,1
Ambos sexos;14 Murcia, Región de;Total;2009T3;146,7
Ambos sexos;14 Murcia, Región de;Total;2009T2;144,5
Ambos sexos;14 Murcia, Región de;Total;2009T1;137,2
Ambos sexos;14 Murcia, Región de;Total;2008T4;109,7
Ambos sexos;14 Murcia, Región de;Total;2008T3;98,4
Ambos sexos;14 Murcia, Región de;Total;2008T2;81
Ambos sexos;14 Murcia, Región de;Total;2008T1;66,5
Ambos sexos;14 Murcia, Región de;Total;2007T4;57,4
Ambos sexos;14 Murcia, Región de;Total;2007T3;57
Ambos sexos;14 Murcia, Región de;Total;2007T2;44,7
Ambos sexos;14 Murcia, Región de;Total;2007T1;49
Ambos sexos;14 Murcia, Región de;Total;2006T4;52,3
Ambos sexos;14 Murcia, Región de;Total;2006T3;51,6
Ambos sexos;14 Murcia, Región de;Total;2006T2;53,2
Ambos sexos;14 Murcia, Región de;Total;2006T1;50,3
Ambos sexos;14 Murcia, Región de;Total;2005T4;47,6
Ambos sexos;14 Murcia, Región de;Total;2005T3;48,5
Ambos sexos;14 Murcia, Región de;Total;2005T2;50,9
Ambos sexos;14 Murcia, Región de;Total;2005T1;55,5
Ambos sexos;14 Murcia, Región de;Total;2004T4;62,2
Ambos sexos;14 Murcia, Región de;Total;2004T3;63,8
Ambos sexos;14 Murcia, Región de;Total;2004T2;66,8
Ambos sexos;14 Murcia, Región de;Total;2004T1;70,8
Ambos sexos;14 Murcia, Región de;Total;2003T4;64,5
Ambos sexos;14 Murcia, Región de;Total;2003T3;61,8
Ambos sexos;14 Murcia, Región de;Total;2003T2;57,3
Ambos sexos;14 Murcia, Región de;Total;2003T1;69,2
Ambos sexos;14 Murcia, Región de;Total;2002T4;65
Ambos sexos;14 Murcia, Región de;Total;2002T3;58,3
Ambos sexos;14 Murcia, Región de;Total;2002T2;61,4
Ambos sexos;14 Murcia, Región de;Total;2002T1;66,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2024T3;5,7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2024T2;7,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2024T1;5,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2023T4;5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2023T3;3,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2023T2;4,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2023T1;5,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2022T4;5,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2022T3;6,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2022T2;4,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2022T1;6,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2021T4;5,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2021T3;5,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2021T2;6,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2021T1;6,2
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2020T4;3,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2020T3;10,2
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2020T2;8,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2020T1;5,7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2019T4;5,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2019T3;4,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2019T2;3,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2019T1;5,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2018T4;5,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2018T3;6,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2018T2;5,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2018T1;5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2017T4;2,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2017T3;7,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2017T2;5,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2017T1;8,7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2016T4;7,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2016T3;6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2016T2;6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2016T1;5,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2015T4;6,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2015T3;8,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2015T2;6,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2015T1;5,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2014T4;7,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2014T3;8,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2014T2;3,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2014T1;4,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2013T4;6,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2013T3;6,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2013T2;7,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2013T1;7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2012T4;6,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2012T3;8,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2012T2;8,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2012T1;9,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2011T4;8,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2011T3;12,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2011T2;8,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2011T1;10,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2010T4;10,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2010T3;9,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2010T2;7,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2010T1;6,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2009T4;6,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2009T3;10
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2009T2;10,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2009T1;10
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2008T4;8,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2008T3;11,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2008T2;7,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2008T1;4,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2007T4;6,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2007T3;9,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2007T2;6,1
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2007T1;4,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2006T4;5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2006T3;5,2
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2006T2;5,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2006T1;6,8
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2005T4;5,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2005T3;4,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2005T2;4,9
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2005T1;5,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2004T4;6,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2004T3;6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2004T2;6,7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2004T1;4,5
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2003T4;6,2
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2003T3;6,6
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2003T2;8,3
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2003T1;7,2
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2002T4;7,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2002T3;7,4
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2002T2;7
Ambos sexos;14 Murcia, Región de;De 16 a 19 años;2002T1;8,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2024T3;14
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2024T2;11,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2024T1;13,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2023T4;10,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2023T3;14,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2023T2;11,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2023T1;13,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2022T4;13,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2022T3;14
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2022T2;8,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2022T1;7,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2021T4;9,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2021T3;10,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2021T2;12,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2021T1;13,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2020T4;13,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2020T3;16,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2020T2;11,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2020T1;15,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2019T4;17,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2019T3;15,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2019T2;13,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2019T1;12,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2018T4;13,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2018T3;17,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2018T2;18,2
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2018T1;15,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2017T4;16
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2017T3;16,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2017T2;14,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2017T1;15,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2016T4;16,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2016T3;19,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2016T2;18,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2016T1;20,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2015T4;22,2
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2015T3;23
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2015T2;22,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2015T1;24,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2014T4;25,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2014T3;24,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2014T2;24,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2014T1;20,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2013T4;23
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2013T3;25,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2013T2;26,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2013T1;27,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2012T4;26
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2012T3;24,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2012T2;23,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2012T1;23,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2011T4;25,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2011T3;26,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2011T2;24,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2011T1;19,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2010T4;21,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2010T3;20,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2010T2;18,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2010T1;19,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2009T4;19,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2009T3;18
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2009T2;16,7
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2009T1;13,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2008T4;14,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2008T3;13,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2008T2;16,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2008T1;10,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2007T4;9,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2007T3;7,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2007T2;7,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2007T1;8,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2006T4;10,9
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2006T3;9,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2006T2;10
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2006T1;8,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2005T4;9,2
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2005T3;7,1
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2005T2;9,3
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2005T1;11,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2004T4;11
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2004T3;10,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2004T2;13,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2004T1;12,2
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2003T4;13,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2003T3;13,8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2003T2;8
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2003T1;12,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2002T4;11,6
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2002T3;12,5
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2002T2;12,4
Ambos sexos;14 Murcia, Región de;De 20 a 24 años;2002T1;13,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2024T3;22,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2024T2;21,4
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2024T1;22,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2023T4;20,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2023T3;27,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2023T2;23,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2023T1;22,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2022T4;26
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2022T3;24,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2022T2;22
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2022T1;25,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2021T4;21,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2021T3;29,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2021T2;24,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2021T1;30,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2020T4;28,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2020T3;29,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2020T2;29,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2020T1;28,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2019T4;28,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2019T3;25,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2019T2;21,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2019T1;22,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2018T4;25,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2018T3;23,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2018T2;27,4
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2018T1;34,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2017T4;31,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2017T3;32,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2017T2;32,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2017T1;33,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2016T4;30,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2016T3;33,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2016T2;33,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2016T1;41,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2015T4;40,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2015T3;46,4
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2015T2;46,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2015T1;46
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2014T4;49,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2014T3;42,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2014T2;45
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2014T1;52,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2013T4;61,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2013T3;59,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2013T2;59,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2013T1;72,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2012T4;72,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2012T3;70,4
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2012T2;60,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2012T1;58,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2011T4;61
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2011T3;50,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2011T2;54,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2011T1;55,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2010T4;55,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2010T3;52,3
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2010T2;48
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2010T1;53,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2009T4;54,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2009T3;47,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2009T2;50,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2009T1;50,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2008T4;40,5
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2008T3;38,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2008T2;24
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2008T1;21
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2007T4;18,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2007T3;16,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2007T2;14
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2007T1;15,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2006T4;14,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2006T3;16,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2006T2;15,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2006T1;18
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2005T4;17,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2005T3;18,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2005T2;20,2
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2005T1;21,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2004T4;19,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2004T3;21,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2004T2;20
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2004T1;22,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2003T4;19,6
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2003T3;22,9
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2003T2;21,1
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2003T1;22,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2002T4;22,8
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2002T3;19,7
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2002T2;21,4
Ambos sexos;14 Murcia, Región de;De 25 a 34 años;2002T1;22,1
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2024T3;15,2
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2024T2;19,1
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2024T1;19,2
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2023T4;16,9
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2023T3;21,4
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2023T2;20,8
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2023T1;22
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2022T4;21,6
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2022T3;30
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2022T2;22,5
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2022T1;22,5
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2021T4;21,9
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2021T3;26,9
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2021T2;22,9
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2021T1;27,6
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2020T4;31
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2020T3;33,5
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2020T2;26,4
Ambos sexos;14 Murcia, Región de;De 35 a 44 años;2020T1;31,9
